N°;type-id;thematic-id;Titre;author-id;editor-id;Mentions d'édition;Date de publication;Pagination;Tomaison;collection-id;language-id;ISSN - ISBN;Support;Adresse Document Source;Lien URL;localisation-id;Cote;Résumé;Statut;
80;15;13;Une approche de la tension sur les marchés locaux de l'habitat;58;280;Non;01/04/12;20 p.;Non;4;5;Non;Physique & en ligne;Non;http://www.aucame.fr/web/publications/acturba/fichiers/ActUrba_05.pdf;1;HAB 00006;La méthode conceptuelle retenue par l’agence d’urbanisme de Caen- Métropole s’appuie sur une approche synthétique de la tension sur le marché local de l’habitat à partir de l’identification de plusieurs indicateurs répartis dans trois approches différentes : la pression de la demande - la tension immobilière - la tension sur le parc locatif social. Elle repose sur une analyse qui permet d’objectiver - de qualifier et de comparer les niveaux de tension des marchés de l’habitat sur plusieurs territoires afin de les hiérarchiser. Mais cette démarche impose - au préalable - deux questionnements : celui de l’échelle territoriale d’analyse et celui de la consolidation des sources de données mobilisées. La réponse à ces questions a permis de poser un cadre pour proposer une analyse objective - homogène et applicable à l’ensemble des territoires.;Disponible;
79;21;3;Les agences d'urbanisme : une ingénierie en réseau pour les politiques territoriales;174;167;Non;30/05/12;26 p.;Non;111;5;Non;Physique & en ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Aménagement_Urbain\AMU_FNAU_argumentaireingenierieetreseau_30052012.pdf;http://www.fnau.org/file/news/FNAU%20argumentaire%20new%20basse%20def(1).pdf;5;AMU 00019;Comment les agences d'urbanisme oeuvrent-elles au niveau territorial ? Quelles politiques sont mises en place au niveau local ? Quels sont le positionnement et les actions du réseau - tant au niveau national qu'international ? Ce document  présente les façons dont les professionnels du réseau de la FNAU s'inscrivent dans un projet de renouvellement et de construction d'une ingénierie territoriale durable - afin d'en renouveler les méthodes et les moyens d'action.;Disponible;
77;13;9;Créer - aménager - promouvoir une zone d'activités;295;171;Non;01/04/01;142 p.;Non;111;5;2-914600-00-3;Physique;Non;Non;1;ECO 00004;Guide méthodologique à l'usage des élus et autres acteurs du développement local. Conçu pour accompagner pas à pas la démarche de création d'une zone d'activités - ce guide veut apporter des réponses aux exigences plus fortes des dirigeants d'entreprises dans leur choix d'implantation et explore les nouvelles pistes de réflexion qu'offre le dispositif récent de l'intercommunalité. Des méthodes rigoureuses de réflexion - de prise en compte de l'environnement et de commercialisation sont illustrées d'applications exemplaires.;Non disponible;
78;13;9;Moderniser et gérer les zones d'activités économiques;295;171;Non;01/11/03;158 p.;Non;111;5;2-914600-06-2;Physique;Non;Non;1;ECO 00005;"Faisant suite au guide méthodologique ""Créer - aménager - promouvoir une zone d'activités"" paru en 2001 - ce guide est à destination des élus locaux et de leurs équipes. Véritable outil de travail - sa vocation première vise à répondre aux questions très concrètes du quotidien et du long terme. Parmi les cinq chapitres proposés - dix expériences ou initiatives de bonnes pratiques permettront d'éclairer les acteurs dans ce domaine.";Non disponible;
76;21;20;Observatoire franco-espagnol des trafics dans les pyrénées - Document n°6;303;91;Non;01/12/11;102 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.midi-pyrenees.developpement-durable.gouv.fr/IMG/pdf/OTP_Franco-espagnol_document_No6_cle71bff9.pdf;3;TRA 00011;Il s’agit du 6ème document de l’Observatoire franco – espagnol des trafics dans les Pyrénées (OTP) élaborés par les 2 ministères espagnols et français. Il présente les données 2009 complètes des trafics de voyageurs et de marchandises dans les principaux modes de transports (route - fer - mer - air) entre la péninsule ibérique et la totalité de l’Europe géographique Le document n°6 intègre les principaux résultats des enquêtes véhicules légers (VL) et autocars réalisées en 2007 et 2008 sur les 2 autoroutes et en 2010 sur les 4 principaux passages centraux. Il présente également les évolutions des flux et des parts modales de 2001 à 2009.;Disponible;
75;16;10;"Intégrer les questions énergétiques et la lutte contre le changement climatique dans les SCoT";105;171;Non;01/05/12;42 p.;Non;100;5;Non;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Environnement_Paysage\ENV00008_ETD_Scot-Energie-Climat-2012.pdf;http://www.projetdeterritoire.com/index.php/content/download/49143/555939/file/note-Etd-Scot-Energie-Climat-2012.pdf;5;ENV 00008;A l’heure de l’application de la loi ENE (Engagement national pour l’environnement) - dite Grenelle 2 - des changements majeurs viennent renforcer le lien entre urbanisme et objectifs énergie-climat. Dans la continuité des travaux menés par Etd - l’objectif de cette note est de mettre en exergue les pistes d’actions permettant - à la lueur de la loi Grenelle 2 - une meilleure prise en compte de l’énergie et du climat dans les SCoT. Pour ce faire elle aborde l’ensemble des aspects de la question - depuis les enjeux de gouvernance jusqu’à ceux de son suivi en passant par l’établissement de son contenu - diagnostic - projet et orientions - au regard des questions énergétiques et climatique.;Disponible;
74;13;5;Guide de bonnes pratiques en matière de marchés publics;255;122;Cahier détaché n°2 - 22/2128 - 28 mai 2012;28/05/12;56 p.;Non;111;5;Non;Physique;Non;Non;1;JUR 00003;Circulaire du 14 février 2012. Guide pour maîtriser l'achat public.;Disponible;
73;14;10;Émissions de Gaz à Effet de Serre et SCoT - Outil GES Scot ;85;254;Non;02/01/12;Non;Non;111;5;978-2-11-129476-9;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Environnement_Paysage\ENV00007_CERTU_GES-SCoT.zip;http://www.certu-catalogue.fr/emissions-de-gaz-a-effet-de-serre-et-scot-outil-ges-scot.html;5;ENV 00007;En application des lois Grenelle 1 et 2 - le droit de l’urbanisme a intégré un certain nombre d’objectifs dont la réduction des émissions de Gaz à Effet de Serre (GES). Les documents d’urbanisme doivent intégrer cet objectif - ce qui nécessite d’évaluer a priori l’incidence en matière d’émissions de GES des différentes options d’aménagement étudiées dans ce cadre. L’outil GES SCoT fait partie d’une série de trois outils spécialement conçus pour les SCoT - les PLU et les opérations d’aménagement permettant de travailler aux différentes échelles d’aménagement du territoire. Il a vocation à aider les collectivités en charge de l’élaboration d’un SCoT à s’inscrire dans une démarche de réduction des émissions de GES en jouant sur les leviers de leur compétence. Son utilisation est plus particulièrement pertinente lors de l’élaboration du PADD - à travers la comparaison des différentes options d’aménagement en matière d’émissions de GES. Construit pour croiser les différentes thématiques du SCoT qui peuvent avoir un impact sur les émissions de GES - il permet une évaluation des effets des différentes options d’aménagement sur l’ensemble de ces thématiques. Les choix effectués sont ensuite à retraduire en orientations et principes d’aménagement dans le document d’orientation et d’objectif.;Disponible;
67;2;1;Atlas cartographique de la trame verte et bleue du territoire du SCOT de l'Artois;62;275;Non;01/12/11;Non;Non;111;5;Non;Physique;Non;Non;1;AMT 00014;Atlas composé de trois documents : Le guide méthodologique / Les principes de corridors / Les sites naturels d'intérêts majeurs;Disponible;
70;16;1;"Quelles métropoles en Europe ? Analyse comparée";279;220;Non;01/04/12;20 p.;Non;141;5;Non;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Aménagement_du_Territoire\AMT00017_Datar_metropoleseurope_20120401.pdf;http://www.territoires.gouv.fr/sites/default/files/travaux_en_l_11_synthese_acme.pdf;5;AMT 00017;Cette étude n’est pas une simple actualisation de l’analyse comparative des villes européennes faite en 2003 : elle porte en effet sur des espaces plus vastes - elle appréhende les dynamiques métropolitaines au sens des systèmes territoriaux de flux et de réseaux - et vise moins un classement général entre les territoires analysés que la caractérisation de leurs similitudes - de leurs atouts et de leurs faiblesses - les uns par rapport aux autres.;Disponible;
72;16;1;Les systèmes urbains français;368;220;Non;01/04/12;16 p.;Non;141;5;Non;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Aménagement_du_Territoire\AMT00018_Datar_systemesurbains_20120401.pdf;http://www.territoires.gouv.fr/sites/default/files/travaux_en_l_10_synthese_susm.pdf;5;AMT 00018;En s’affranchissant des limites administratives pour l’appréciation des liens internes et externes qui caractérisent les territoires analysés et en révélant les interdépendances qui structurent ou pourraient structurer les dynamiques de développement à différentes échelles - cette étude renvoie à une perception nouvelle du territoire français et ouvre de nouvelles perspectives pour le développement et l’aménagement du territoire national prenant en compte l’une des caractéristiques majeures de ce début de 21ème siècle : l’accroissement de la mobilité des personnes et des biens. Les enseignements de cette étude permettront d’apporter un éclairage nouveau pour la conduite de politiques publiques prenant en compte l’interdépendance des territoires.;Disponible;
71;15;13;Les problèmes de logement des salariés affectent 40% des entreprises;292;226;Non;01/04/12;83 p.;Non;28;5;Non;En ligne;Z:\0_BIBLIOTHEQUE\Documenthèque\BD_Docs&Ressources\Habitat_Logement\HAB00005_CREDOC_logementsalaries_20120401.pdf;http://www.credoc.fr/pdf/Rapp/R280.pdf;5;HAB 00005;Le MEDEF a demandé au CRÉDOC de conduire plusieurs investigations sur les problèmes de logement rencontrés par les salariés et leurs répercussions sur l’emploi - la mobilité professionnelle des salariés et la compétitivité des entreprises. Résultat : un établissement sur quatre signale que les problèmes de logement des salariés compliquent le recrutement - un sur cinq évoque des freins à la mobilité interne. Au total - 40% des établissements sont affectés par les difficultés de logement de leurs salariés.;Disponible;
